ID,Pick Number,Team PF,Team Y/P,Team 1stD,Team Cmp,Team Att,Team Yds.1,Team TD,Team Int,Team NY/A,Team Att.1,Team Yds.2,Team TD.1,Team Y/A,Team 1stD.2,Team Sc%,Team Yds.4,Team Pts,Opp. PF,Opp. Y/P,Opp. TO,Opp. 1stD,Opp. Cmp,Opp. Yds.1,Opp. TD,Opp. Int,Opp. NY/A,Opp. Att.1,Opp. Yds.2,Opp. TD.1,Opp. Y/A,Opp. 1stD.2,Opp. Sc%,Opp. Yds.4,Opp. Pts,Off. Rank PF,Off. Rank Yds,Off. Rank 1stD,Off. Rank Att,Off. Rank Yds.1,Off. Rank TD,Off. Rank Int,Off. Rank NY/A,Off. Rank Att.1,Off. Rank Yds.2,Off. Rank TD.1,Off. Rank Y/A,Off. Rank Sc%,Off. Rank Yds.4,Off. Rank Pts,Def. Rank PF,Def. Rank Yds,Def. Rank TO,Def. Rank 1stD,Def. Rank Yds.1,Def. Rank TD,Def. Rank Int,Def. Rank NY/A,Def. Rank Att.1,Def. Rank Yds.2,Def. Rank TD.1,Def. Rank Y/A,Def. Rank Sc%,Def. Rank Yds.4,Def. Rank Pts
497,20,293.0,5.2,296.0,308.0,519.0,3428.0,19.0,23.0,6.2,449.0,1769.0,14.0,3.9,101.0,28.3,27.7,1.56,405.0,5.5,22.0,297.0,310.0,3521.0,31.0,13.0,6.6,425.0,1764.0,14.0,4.2,88.0,35.7,28.5,2.04,25.0,14.0,16.0,17.0,15.0,20.0,31.0,17.0,14.0,20.0,13.0,22.0,21.0,17.0,20.0,27.0,16.0,25.0,12.0,21.0,29.0,24.0,26.0,10.0,10.0,20.0,17.0,8.0,18.0,27.0
498,21,261.0,5.1,279.0,305.0,513.0,3159.0,17.0,11.0,5.8,446.0,1850.0,9.0,4.1,88.0,28.1,27.9,1.43,280.0,5.3,28.0,290.0,306.0,3357.0,18.0,16.0,6.3,438.0,1777.0,7.0,4.1,83.0,26.4,29.4,1.37,29.0,21.0,23.0,19.0,19.0,25.0,3.0,21.0,15.0,16.0,26.0,17.0,22.0,15.0,23.0,7.0,11.0,17.0,10.0,16.0,7.0,17.0,20.0,14.0,11.0,3.0,14.0,24.0,23.0,5.0
499,22,317.0,4.4,260.0,258.0,465.0,2312.0,13.0,11.0,4.6,491.0,2063.0,11.0,4.2,103.0,27.6,22.8,1.33,268.0,4.8,34.0,272.0,276.0,3122.0,14.0,21.0,5.8,469.0,1681.0,9.0,3.6,88.0,24.6,24.1,1.2,20.0,31.0,30.0,26.0,31.0,30.0,3.0,31.0,8.0,9.0,17.0,15.0,24.0,26.0,27.0,6.0,6.0,7.0,6.0,10.0,1.0,6.0,9.0,20.0,8.0,8.0,2.0,30.0,6.0,2.0
500,23,320.0,5.5,275.0,330.0,582.0,3858.0,24.0,22.0,6.3,327.0,1295.0,10.0,4.0,75.0,32.1,27.9,1.7,442.0,5.5,18.0,367.0,315.0,3924.0,30.0,9.0,7.3,537.0,2012.0,21.0,3.7,115.0,37.2,32.3,2.23,18.0,17.0,24.0,4.0,8.0,11.0,28.0,13.0,32.0,32.0,19.0,20.0,14.0,16.0,14.0,31.0,30.0,30.0,32.0,30.0,27.0,29.0,31.0,31.0,22.0,30.0,7.0,5.0,29.0,30.0
501,24,424.0,6.0,354.0,382.0,598.0,4449.0,36.0,19.0,7.3,441.0,1908.0,9.0,4.3,98.0,37.9,34.9,2.13,380.0,5.7,15.0,307.0,314.0,3663.0,33.0,8.0,6.6,409.0,1878.0,12.0,4.6,92.0,34.3,30.5,2.02,5.0,3.0,3.0,1.0,3.0,3.0,23.0,5.0,16.0,10.0,26.0,12.0,6.0,4.0,6.0,23.0,25.0,31.0,17.0,25.0,32.0,31.0,25.0,6.0,14.0,13.0,27.0,11.0,27.0,26.0
502,25,240.0,4.3,269.0,288.0,514.0,2632.0,18.0,17.0,4.8,471.0,1765.0,6.0,3.7,91.0,21.7,22.1,1.14,265.0,4.4,26.0,251.0,294.0,2977.0,17.0,18.0,5.4,419.0,1304.0,7.0,3.1,67.0,20.7,21.6,1.11,31.0,30.0,27.0,18.0,29.0,24.0,17.0,30.0,12.0,21.0,31.0,29.0,31.0,30.0,31.0,5.0,3.0,22.0,3.0,7.0,4.0,13.0,3.0,8.0,2.0,3.0,1.0,32.0,1.0,1.0
503,26,371.0,5.4,320.0,304.0,532.0,3539.0,23.0,18.0,6.3,468.0,2095.0,17.0,4.5,110.0,32.6,29.2,1.81,373.0,5.4,35.0,311.0,340.0,3590.0,24.0,23.0,6.0,452.0,2031.0,17.0,4.5,102.0,35.2,29.1,1.91,12.0,8.0,9.0,14.0,13.0,13.0,20.0,14.0,13.0,8.0,5.0,6.0,11.0,11.0,11.0,22.0,26.0,6.0,22.0,23.0,19.0,3.0,14.0,19.0,23.0,25.0,24.0,10.0,21.0,22.0
504,27,340.0,5.2,284.0,217.0,395.0,2412.0,15.0,16.0,5.4,524.0,2672.0,20.0,5.1,133.0,28.8,27.6,1.63,337.0,5.2,32.0,310.0,328.0,3526.0,19.0,19.0,6.2,434.0,1681.0,20.0,3.9,107.0,29.7,28.1,1.74,16.0,20.0,19.0,31.0,30.0,28.0,14.0,24.0,5.0,1.0,3.0,1.0,19.0,18.0,19.0,14.0,14.0,11.0,20.0,22.0,11.0,9.0,19.0,12.0,8.0,29.0,10.0,17.0,16.0,18.0
505,28,446.0,5.6,328.0,288.0,450.0,3357.0,29.0,8.0,7.1,525.0,2185.0,24.0,4.2,131.0,40.8,30.9,2.41,313.0,5.4,33.0,320.0,372.0,4053.0,19.0,23.0,6.4,355.0,1307.0,15.0,3.7,79.0,29.5,29.2,1.63,3.0,10.0,7.0,28.0,16.0,5.0,1.0,6.0,4.0,6.0,2.0,16.0,4.0,9.0,3.0,11.0,18.0,8.0,25.0,31.0,11.0,3.0,22.0,1.0,3.0,21.0,6.0,19.0,22.0,14.0
506,29,522.0,6.7,379.0,353.0,527.0,4623.0,51.0,10.0,8.5,427.0,1852.0,10.0,4.3,94.0,46.3,36.9,2.78,351.0,5.7,36.0,331.0,364.0,3892.0,26.0,19.0,6.5,440.0,2037.0,12.0,4.6,103.0,35.4,33.1,1.92,1.0,2.0,2.0,15.0,1.0,1.0,2.0,1.0,20.0,15.0,19.0,11.0,1.0,2.0,1.0,19.0,29.0,3.0,29.0,28.0,22.0,9.0,23.0,15.0,24.0,13.0,30.0,9.0,31.0,23.0
507,30,372.0,5.1,309.0,228.0,358.0,2720.0,20.0,13.0,6.9,618.0,2464.0,16.0,4.0,134.0,35.8,28.9,1.88,251.0,4.7,32.0,248.0,269.0,2835.0,14.0,19.0,5.4,357.0,1299.0,8.0,3.6,79.0,25.9,23.7,1.28,11.0,16.0,11.0,32.0,28.0,19.0,8.0,8.0,1.0,2.0,6.0,19.0,9.0,12.0,9.0,1.0,1.0,11.0,2.0,4.0,1.0,9.0,5.0,2.0,1.0,5.0,5.0,26.0,4.0,3.0
508,31,386.0,5.9,301.0,336.0,547.0,3979.0,32.0,11.0,6.8,376.0,1639.0,10.0,4.4,87.0,35.9,29.2,1.95,260.0,4.9,28.0,299.0,334.0,3212.0,16.0,17.0,5.4,442.0,1903.0,13.0,4.3,101.0,25.1,28.0,1.39,8.0,9.0,14.0,9.0,7.0,4.0,3.0,9.0,31.0,24.0,19.0,10.0,8.0,10.0,7.0,2.0,10.0,17.0,13.0,12.0,3.0,15.0,4.0,16.0,16.0,17.0,19.0,29.0,14.0,8.0
509,32,437.0,5.5,344.0,293.0,485.0,3588.0,29.0,14.0,7.0,524.0,2134.0,15.0,4.1,120.0,42.1,32.1,2.25,260.0,5.0,36.0,290.0,315.0,3400.0,18.0,20.0,5.8,405.0,1572.0,9.0,3.9,83.0,24.0,28.4,1.34,4.0,7.0,6.0,22.0,11.0,5.0,11.0,7.0,5.0,7.0,8.0,18.0,2.0,7.0,5.0,2.0,9.0,3.0,10.0,17.0,7.0,7.0,10.0,5.0,6.0,8.0,11.0,31.0,17.0,4.0
510,1,313.0,5.3,290.0,297.0,525.0,3021.0,21.0,19.0,5.5,417.0,2146.0,16.0,5.1,117.0,27.2,27.0,1.59,441.0,5.2,20.0,326.0,322.0,3375.0,36.0,13.0,6.1,518.0,2218.0,12.0,4.3,124.0,37.7,29.5,2.16,16.0,14.0,17.0,12.0,19.0,13.0,21.0,22.0,25.0,6.0,9.0,1.0,21.0,15.0,15.0,31.0,27.0,28.0,29.0,21.0,32.0,25.0,22.0,29.0,25.0,13.0,20.0,2.0,25.0,32.0
511,2,270.0,4.6,258.0,278.0,521.0,2751.0,9.0,14.0,4.9,423.0,1822.0,15.0,4.3,98.0,24.3,24.1,1.24,379.0,5.7,25.0,317.0,286.0,3394.0,21.0,14.0,6.9,544.0,2510.0,21.0,4.6,127.0,35.0,29.5,1.89,26.0,25.0,28.0,13.0,27.0,32.0,8.0,29.0,21.0,16.0,12.0,13.0,28.0,24.0,28.0,25.0,30.0,20.0,25.0,22.0,20.0,20.0,29.0,32.0,32.0,30.0,25.0,5.0,24.0,27.0
512,3,225.0,4.6,256.0,303.0,534.0,2959.0,18.0,22.0,5.1,403.0,1531.0,5.0,3.8,80.0,22.2,24.1,1.16,452.0,5.5,23.0,326.0,311.0,3589.0,29.0,13.0,6.9,475.0,1915.0,17.0,4.0,120.0,36.8,29.7,2.12,32.0,27.0,29.0,9.0,23.0,19.0,29.0,26.0,30.0,29.0,30.0,25.0,30.0,25.0,30.0,32.0,26.0,24.0,29.0,29.0,31.0,25.0,30.0,24.0,19.0,24.0,15.0,3.0,26.0,31.0
513,4,243.0,4.7,300.0,344.0,616.0,3383.0,16.0,20.0,5.1,387.0,1559.0,6.0,4.0,90.0,21.4,25.1,1.09,387.0,5.0,22.0,314.0,309.0,3412.0,25.0,10.0,6.0,496.0,1908.0,12.0,3.8,102.0,32.3,26.3,1.71,30.0,20.0,15.0,1.0,11.0,26.0,24.0,25.0,31.0,28.0,29.0,16.0,32.0,19.0,32.0,29.0,22.0,25.0,22.0,25.0,27.0,30.0,20.0,26.0,18.0,13.0,8.0,12.0,15.0,20.0
514,5,287.0,4.7,272.0,283.0,527.0,3006.0,21.0,16.0,5.3,421.0,1653.0,8.0,3.9,95.0,28.3,24.5,1.46,372.0,5.3,30.0,325.0,285.0,3195.0,23.0,17.0,6.3,504.0,2217.0,20.0,4.4,122.0,33.0,28.8,1.9,22.0,23.0,23.0,11.0,21.0,13.0,12.0,23.0,22.0,22.0,26.0,20.0,16.0,23.0,20.0,24.0,25.0,12.0,28.0,14.0,22.0,11.0,26.0,28.0,24.0,29.0,21.0,10.0,23.0,28.0
515,6,254.0,4.7,276.0,313.0,509.0,2834.0,17.0,18.0,5.2,412.0,1670.0,8.0,4.1,91.0,26.7,24.9,1.36,322.0,5.0,22.0,283.0,297.0,2846.0,13.0,15.0,5.3,457.0,2113.0,14.0,4.6,100.0,34.8,27.8,1.65,29.0,26.0,20.0,21.0,25.0,20.0,18.0,24.0,27.0,20.0,26.0,15.0,23.0,20.0,25.0,12.0,15.0,25.0,12.0,7.0,3.0,14.0,5.0,20.0,23.0,20.0,26.0,6.0,19.0,17.0
516,7,270.0,4.4,250.0,319.0,588.0,2924.0,17.0,24.0,4.9,376.0,1338.0,5.0,3.6,69.0,23.2,22.4,1.16,379.0,5.4,28.0,298.0,331.0,3578.0,26.0,15.0,6.5,447.0,1782.0,14.0,4.0,105.0,30.2,27.9,1.76,26.0,32.0,31.0,4.0,24.0,20.0,32.0,28.0,32.0,32.0,30.0,29.0,29.0,31.0,31.0,25.0,24.0,14.0,18.0,28.0,29.0,14.0,28.0,13.0,15.0,20.0,13.0,16.0,20.0,23.0
517,8,299.0,4.7,252.0,230.0,460.0,2408.0,14.0,21.0,4.9,435.0,1949.0,17.0,4.5,99.0,24.9,21.6,1.36,422.0,5.9,31.0,333.0,323.0,3800.0,28.0,15.0,7.0,499.0,2308.0,21.0,4.6,122.0,33.5,30.0,1.97,20.0,29.0,30.0,28.0,31.0,28.0,26.0,30.0,19.0,14.0,7.0,8.0,26.0,32.0,23.0,30.0,32.0,11.0,31.0,32.0,30.0,14.0,31.0,27.0,29.0,30.0,27.0,9.0,27.0,29.0
518,9,276.0,5.2,305.0,303.0,515.0,3285.0,17.0,17.0,6.0,481.0,2073.0,13.0,4.3,118.0,27.3,29.2,1.48,331.0,4.8,27.0,276.0,303.0,3251.0,23.0,15.0,6.1,442.0,1406.0,12.0,3.2,84.0,33.0,25.4,1.78,25.0,12.0,12.0,17.0,15.0,20.0,15.0,12.0,10.0,8.0,16.0,12.0,20.0,10.0,18.0,18.0,6.0,16.0,10.0,18.0,22.0,14.0,21.0,12.0,2.0,13.0,1.0,11.0,10.0,24.0
519,10,255.0,4.8,237.0,248.0,439.0,2655.0,14.0,18.0,5.6,421.0,1651.0,14.0,3.9,86.0,24.5,22.9,1.33,380.0,5.8,22.0,336.0,297.0,3712.0,22.0,14.0,7.1,533.0,2370.0,15.0,4.4,130.0,35.3,32.9,1.86,28.0,31.0,32.0,31.0,29.0,28.0,18.0,21.0,22.0,23.0,14.0,21.0,27.0,29.0,26.0,27.0,31.0,25.0,32.0,31.0,21.0,20.0,32.0,30.0,31.0,23.0,22.0,4.0,32.0,25.0
520,11,300.0,4.7,275.0,306.0,532.0,3304.0,19.0,17.0,5.8,446.0,1488.0,10.0,3.3,77.0,27.1,24.9,1.42,327.0,4.9,25.0,270.0,294.0,3042.0,20.0,14.0,5.9,449.0,1741.0,14.0,3.9,89.0,28.2,24.4,1.54,19.0,22.0,21.0,10.0,14.0,16.0,15.0,19.0,16.0,31.0,23.0,32.0,22.0,21.0,22.0,15.0,9.0,20.0,5.0,11.0,16.0,20.0,18.0,15.0,12.0,20.0,10.0,23.0,7.0,13.0
521,12,283.0,5.3,274.0,312.0,496.0,3316.0,20.0,14.0,6.3,409.0,1635.0,8.0,4.0,78.0,32.4,29.0,1.63,299.0,5.2,20.0,316.0,281.0,3025.0,14.0,11.0,6.2,542.0,2294.0,17.0,4.2,134.0,30.4,31.4,1.65,23.0,19.0,22.0,24.0,13.0,15.0,8.0,8.0,29.0,25.0,26.0,18.0,12.0,13.0,13.0,8.0,21.0,28.0,23.0,10.0,4.0,29.0,24.0,31.0,28.0,24.0,18.0,15.0,31.0,16.0
522,13,243.0,4.4,268.0,293.0,502.0,2684.0,11.0,17.0,4.9,427.0,1664.0,13.0,3.9,96.0,21.9,23.0,1.17,279.0,4.3,18.0,270.0,285.0,2707.0,18.0,10.0,5.0,464.0,1606.0,11.0,3.5,92.0,26.9,22.4,1.41,30.0,30.0,24.0,22.0,28.0,31.0,15.0,31.0,20.0,21.0,16.0,23.0,31.0,28.0,29.0,5.0,2.0,32.0,5.0,2.0,9.0,30.0,3.0,23.0,8.0,10.0,5.0,25.0,3.0,7.0
523,14,283.0,4.4,264.0,271.0,515.0,2617.0,12.0,20.0,4.7,443.0,1763.0,13.0,4.0,104.0,27.4,23.4,1.36,346.0,5.0,20.0,289.0,326.0,3082.0,20.0,15.0,5.7,449.0,1865.0,13.0,4.2,104.0,34.4,26.6,1.74,23.0,28.0,26.0,17.0,30.0,30.0,24.0,32.0,18.0,18.0,16.0,19.0,19.0,27.0,24.0,22.0,14.0,28.0,15.0,13.0,16.0,14.0,13.0,15.0,16.0,17.0,17.0,7.0,16.0,21.0
524,15,301.0,5.3,307.0,369.0,592.0,3805.0,27.0,22.0,6.2,421.0,1648.0,5.0,3.9,86.0,25.5,29.0,1.45,264.0,4.6,33.0,249.0,274.0,2710.0,16.0,20.0,5.3,451.0,1756.0,6.0,3.9,89.0,25.4,23.6,1.25,18.0,10.0,11.0,3.0,6.0,5.0,29.0,10.0,22.0,24.0,30.0,22.0,24.0,12.0,21.0,4.0,5.0,9.0,4.0,3.0,5.0,10.0,6.0,17.0,13.0,1.0,11.0,28.0,5.0,5.0
525,16,374.0,5.3,302.0,279.0,484.0,3020.0,17.0,11.0,5.7,417.0,2015.0,23.0,4.8,105.0,34.2,26.9,1.88,287.0,5.0,26.0,306.0,337.0,3236.0,17.0,13.0,5.4,461.0,2071.0,13.0,4.5,116.0,27.8,28.1,1.48,11.0,18.0,13.0,25.0,20.0,20.0,4.0,20.0,25.0,9.0,2.0,5.0,10.0,16.0,10.0,7.0,20.0,18.0,21.0,16.0,6.0,25.0,9.0,21.0,22.0,17.0,23.0,24.0,21.0,11.0
526,17,381.0,5.3,334.0,280.0,479.0,2969.0,19.0,18.0,5.9,543.0,2629.0,20.0,4.8,133.0,36.6,30.6,1.95,301.0,4.9,20.0,241.0,265.0,2828.0,17.0,9.0,5.3,379.0,1605.0,11.0,4.2,77.0,28.6,23.8,1.46,10.0,7.0,6.0,26.0,22.0,16.0,18.0,16.0,2.0,2.0,3.0,4.0,6.0,4.0,8.0,9.0,4.0,28.0,2.0,6.0,6.0,32.0,7.0,2.0,7.0,10.0,19.0,22.0,6.0,10.0
527,18,340.0,5.3,302.0,314.0,535.0,3438.0,25.0,8.0,6.0,448.0,2000.0,11.0,4.5,100.0,31.2,29.1,1.71,326.0,5.2,27.0,298.0,264.0,2993.0,20.0,14.0,5.8,480.0,2241.0,12.0,4.7,109.0,31.0,28.3,1.63,14.0,11.0,13.0,8.0,8.0,8.0,1.0,14.0,15.0,11.0,20.0,9.0,14.0,11.0,12.0,14.0,18.0,16.0,18.0,8.0,16.0,20.0,15.0,25.0,27.0,13.0,28.0,13.0,22.0,14.0
528,19,311.0,4.8,266.0,257.0,450.0,2792.0,17.0,19.0,5.8,487.0,1817.0,14.0,3.7,99.0,28.1,23.9,1.51,261.0,4.7,36.0,283.0,319.0,3335.0,12.0,22.0,5.8,441.0,1452.0,11.0,3.3,82.0,25.3,24.6,1.23,17.0,24.0,25.0,30.0,26.0,20.0,21.0,17.0,8.0,17.0,14.0,27.0,17.0,26.0,16.0,3.0,10.0,6.0,12.0,19.0,2.0,7.0,16.0,11.0,5.0,10.0,2.0,29.0,8.0,4.0
529,20,416.0,6.0,336.0,333.0,520.0,3951.0,32.0,13.0,7.0,493.0,2343.0,15.0,4.8,124.0,35.5,34.3,2.09,353.0,5.6,35.0,316.0,311.0,3477.0,17.0,28.0,6.1,387.0,1879.0,22.0,4.9,94.0,33.7,30.0,1.89,6.0,1.0,4.0,15.0,4.0,1.0,6.0,4.0,7.0,4.0,12.0,6.0,8.0,1.0,4.0,23.0,23.0,7.0,23.0,26.0,6.0,2.0,23.0,3.0,17.0,32.0,31.0,8.0,29.0,26.0
530,21,348.0,4.8,294.0,320.0,537.0,3432.0,23.0,13.0,6.0,473.0,1607.0,9.0,3.4,91.0,27.9,24.6,1.47,238.0,4.4,41.0,293.0,328.0,3232.0,11.0,29.0,4.9,401.0,1434.0,10.0,3.6,91.0,23.0,23.5,1.11,12.0,17.0,16.0,6.0,9.0,11.0,6.0,13.0,12.0,27.0,24.0,30.0,18.0,22.0,19.0,1.0,7.0,2.0,17.0,15.0,1.0,1.0,2.0,4.0,4.0,6.0,6.0,32.0,4.0,1.0
531,22,243.0,4.4,268.0,293.0,502.0,2684.0,11.0,17.0,4.9,427.0,1664.0,13.0,3.9,96.0,21.9,23.0,1.17,279.0,4.3,18.0,270.0,285.0,2707.0,18.0,10.0,5.0,464.0,1606.0,11.0,3.5,92.0,26.9,22.4,1.41,30.0,30.0,24.0,22.0,28.0,31.0,15.0,31.0,20.0,21.0,16.0,23.0,31.0,28.0,29.0,5.0,2.0,32.0,5.0,2.0,9.0,30.0,3.0,23.0,8.0,10.0,5.0,25.0,3.0,7.0
532,23,404.0,5.5,338.0,317.0,521.0,3618.0,27.0,16.0,6.4,453.0,2009.0,17.0,4.4,121.0,36.2,30.4,2.06,327.0,4.9,28.0,304.0,343.0,3480.0,24.0,16.0,5.7,456.0,1759.0,9.0,3.9,93.0,30.9,27.7,1.63,7.0,6.0,3.0,13.0,7.0,5.0,12.0,6.0,13.0,10.0,7.0,10.0,7.0,5.0,7.0,15.0,19.0,14.0,20.0,27.0,26.0,12.0,14.0,19.0,14.0,4.0,9.0,14.0,18.0,15.0
533,24,447.0,5.2,335.0,377.0,600.0,3961.0,23.0,23.0,6.2,411.0,1496.0,19.0,3.6,97.0,41.1,27.6,2.09,328.0,5.2,46.0,272.0,296.0,3072.0,23.0,24.0,5.6,412.0,1980.0,9.0,4.8,92.0,26.3,26.0,1.45,2.0,9.0,5.0,2.0,3.0,11.0,31.0,11.0,28.0,30.0,4.0,28.0,2.0,14.0,5.0,17.0,16.0,1.0,7.0,12.0,22.0,4.0,11.0,5.0,20.0,4.0,29.0,27.0,13.0,8.0
534,25,442.0,5.8,315.0,310.0,473.0,3240.0,32.0,21.0,6.6,507.0,2558.0,18.0,5.0,127.0,38.0,30.2,2.18,307.0,4.9,32.0,288.0,326.0,3400.0,18.0,21.0,5.5,413.0,1701.0,10.0,4.1,91.0,29.6,26.0,1.46,4.0,4.0,7.0,27.0,16.0,1.0,26.0,5.0,5.0,3.0,5.0,2.0,5.0,6.0,3.0,11.0,17.0,10.0,14.0,23.0,9.0,8.0,10.0,6.0,10.0,6.0,16.0,19.0,12.0,9.0
535,26,346.0,5.1,313.0,324.0,520.0,3342.0,26.0,15.0,6.0,481.0,1987.0,12.0,4.1,101.0,33.3,29.6,1.84,384.0,5.6,24.0,320.0,297.0,3402.0,23.0,14.0,6.3,461.0,2218.0,18.0,4.8,119.0,38.1,30.9,2.05,13.0,13.0,8.0,15.0,12.0,7.0,10.0,15.0,10.0,13.0,19.0,14.0,11.0,7.0,11.0,28.0,28.0,23.0,26.0,24.0,22.0,20.0,27.0,21.0,25.0,26.0,30.0,1.0,30.0,30.0
536,27,255.0,4.8,237.0,248.0,439.0,2655.0,14.0,18.0,5.6,421.0,1651.0,14.0,3.9,86.0,24.5,22.9,1.33,380.0,5.8,22.0,336.0,297.0,3712.0,22.0,14.0,7.1,533.0,2370.0,15.0,4.4,130.0,35.3,32.9,1.86,28.0,31.0,32.0,31.0,29.0,28.0,18.0,21.0,22.0,23.0,14.0,21.0,27.0,29.0,26.0,27.0,31.0,25.0,32.0,31.0,21.0,20.0,32.0,30.0,31.0,23.0,22.0,4.0,32.0,25.0
537,28,325.0,5.1,284.0,270.0,460.0,3050.0,19.0,16.0,6.3,522.0,2091.0,9.0,4.0,114.0,30.8,26.3,1.5,304.0,4.7,26.0,274.0,299.0,3003.0,19.0,16.0,5.3,434.0,1722.0,10.0,4.0,83.0,26.3,24.7,1.4,15.0,16.0,19.0,28.0,18.0,16.0,12.0,9.0,3.0,7.0,24.0,17.0,15.0,17.0,17.0,10.0,8.0,18.0,8.0,9.0,13.0,12.0,8.0,9.0,11.0,6.0,12.0,26.0,9.0,6.0
538,29,299.0,4.7,252.0,230.0,460.0,2408.0,14.0,21.0,4.9,435.0,1949.0,17.0,4.5,99.0,24.9,21.6,1.36,422.0,5.9,31.0,333.0,323.0,3800.0,28.0,15.0,7.0,499.0,2308.0,21.0,4.6,122.0,33.5,30.0,1.97,20.0,29.0,30.0,28.0,31.0,28.0,26.0,30.0,19.0,14.0,7.0,8.0,26.0,32.0,23.0,30.0,32.0,11.0,31.0,32.0,30.0,14.0,31.0,27.0,29.0,30.0,27.0,9.0,27.0,29.0
539,30,270.0,4.4,250.0,319.0,588.0,2924.0,17.0,24.0,4.9,376.0,1338.0,5.0,3.6,69.0,23.2,22.4,1.16,379.0,5.4,28.0,298.0,331.0,3578.0,26.0,15.0,6.5,447.0,1782.0,14.0,4.0,105.0,30.2,27.9,1.76,26.0,32.0,31.0,4.0,24.0,20.0,32.0,28.0,32.0,32.0,30.0,29.0,29.0,31.0,31.0,25.0,24.0,14.0,18.0,28.0,29.0,14.0,28.0,13.0,15.0,20.0,13.0,16.0,20.0,23.0
540,31,384.0,5.5,313.0,299.0,511.0,3408.0,25.0,15.0,6.3,499.0,2279.0,16.0,4.6,118.0,35.1,29.3,1.92,337.0,5.0,37.0,292.0,310.0,3238.0,25.0,23.0,5.8,420.0,1690.0,13.0,4.0,99.0,29.4,26.3,1.7,9.0,5.0,8.0,19.0,10.0,8.0,10.0,7.0,6.0,5.0,9.0,7.0,9.0,9.0,9.0,21.0,13.0,4.0,16.0,17.0,27.0,6.0,17.0,8.0,9.0,17.0,14.0,21.0,14.0,19.0
541,32,348.0,4.8,294.0,320.0,537.0,3432.0,23.0,13.0,6.0,473.0,1607.0,9.0,3.4,91.0,27.9,24.6,1.47,238.0,4.4,41.0,293.0,328.0,3232.0,11.0,29.0,4.9,401.0,1434.0,10.0,3.6,91.0,23.0,23.5,1.11,12.0,17.0,16.0,6.0,9.0,11.0,6.0,13.0,12.0,27.0,24.0,30.0,18.0,22.0,19.0,1.0,7.0,2.0,17.0,15.0,1.0,1.0,2.0,4.0,4.0,6.0,6.0,32.0,4.0,1.0
542,1,279.0,4.9,315.0,350.0,591.0,3476.0,17.0,22.0,5.5,426.0,1730.0,13.0,4.1,105.0,24.6,28.4,1.39,456.0,5.4,20.0,315.0,287.0,3262.0,30.0,9.0,6.8,498.0,2003.0,16.0,4.0,104.0,38.5,29.3,2.18,28.0,18.0,14.0,5.0,13.0,28.0,25.0,23.0,19.0,21.0,17.0,21.0,28.0,15.0,26.0,32.0,17.0,31.0,20.0,13.0,31.0,30.0,30.0,29.0,22.0,20.0,11.0,2.0,23.0,31.0
543,2,306.0,4.7,242.0,277.0,577.0,2994.0,19.0,25.0,5.0,358.0,1477.0,9.0,4.1,69.0,26.0,22.8,1.35,451.0,5.5,24.0,360.0,371.0,4150.0,27.0,10.0,6.7,495.0,1967.0,19.0,4.0,111.0,37.1,30.2,2.02,26.0,28.0,29.0,9.0,25.0,20.0,31.0,29.0,31.0,29.0,26.0,18.0,26.0,28.0,28.0,31.0,31.0,26.0,31.0,30.0,27.0,26.0,29.0,28.0,17.0,29.0,10.0,3.0,24.0,28.0
544,3,213.0,3.8,208.0,235.0,447.0,2225.0,11.0,15.0,4.3,424.0,1347.0,6.0,3.2,59.0,16.9,17.6,0.85,356.0,5.0,21.0,291.0,281.0,3141.0,23.0,10.0,5.7,509.0,2089.0,14.0,4.1,116.0,29.0,24.7,1.58,32.0,32.0,32.0,32.0,32.0,32.0,12.0,32.0,21.0,31.0,31.0,32.0,31.0,32.0,32.0,20.0,16.0,30.0,11.0,10.0,18.0,26.0,11.0,32.0,28.0,11.0,14.0,23.0,4.0,8.0
545,4,359.0,5.5,300.0,329.0,485.0,3418.0,25.0,10.0,6.6,400.0,1618.0,12.0,4.0,86.0,36.1,29.8,1.96,336.0,5.4,23.0,313.0,359.0,3490.0,17.0,15.0,6.0,427.0,1973.0,17.0,4.6,116.0,36.4,33.1,1.92,15.0,22.0,21.0,24.0,17.0,10.0,2.0,4.0,27.0,22.0,18.0,23.0,7.0,11.0,9.0,14.0,24.0,27.0,19.0,21.0,5.0,20.0,22.0,13.0,18.0,23.0,27.0,6.0,31.0,24.0
546,5,217.0,4.6,237.0,252.0,471.0,2621.0,14.0,16.0,5.0,423.0,1754.0,7.0,4.1,87.0,16.3,21.5,0.9,329.0,4.9,30.0,291.0,334.0,3449.0,22.0,19.0,5.8,481.0,1818.0,10.0,3.8,90.0,28.2,25.1,1.46,31.0,30.0,31.0,28.0,31.0,31.0,17.0,30.0,22.0,19.0,30.0,15.0,32.0,30.0,31.0,13.0,18.0,11.0,11.0,19.0,17.0,8.0,13.0,24.0,15.0,5.0,3.0,25.0,8.0,5.0
